Time,Voltage [U],Voltage [V],Voltage [W],,,Current [U],Current [V],Current [W],,,Power [U],Power [V],Power [W]
30/06/2023 12:36:42:690,345.995,8.34844e-308,8.34844e-308,,,0.0846552,8.34844e-308,8.34844e-308,,,29.2587,8.34844e-308,8.34844e-308
30/06/2023 12:36:43:125,345.995,1.74452e-288,1.74452e-288,,,0.084788,1.74452e-288,1.74452e-288,,,28.7364,1.74452e-288,1.74452e-288
30/06/2023 12:36:43:128,345.995,2.36179e-288,2.36179e-288,,,0.084788,2.36179e-288,2.36179e-288,,,28.7364,2.36179e-288,2.36179e-288
30/06/2023 12:36:43:131,345.995,3.49274e-288,3.49274e-288,,,0.084788,3.49274e-288,3.49274e-288,,,28.7364,3.49274e-288,3.49274e-288
30/06/2023 12:36:43:346,345.995,2.97773e-288,2.97773e-288,,,0.0847475,2.97773e-288,2.97773e-288,,,29.0246,2.97773e-288,2.97773e-288
30/06/2023 12:36:43:351,345.995,2.87485e-288,2.87485e-288,,,0.0847475,2.87485e-288,2.87485e-288,,,29.0246,2.87485e-288,2.87485e-288
30/06/2023 12:36:43:352,345.995,2.97773e-288,2.97773e-288,,,0.0847475,2.97773e-288,2.97773e-288,,,29.0246,2.97773e-288,2.97773e-288
30/06/2023 12:36:43:888,345.995,4.45541e-308,4.45541e-308,,,0.0827996,4.45541e-308,4.45541e-308,,,29.6011,4.45541e-308,4.45541e-308
30/06/2023 12:36:43:892,345.995,6.5675e-286,6.5675e-286,,,0.0827996,6.5675e-286,6.5675e-286,,,29.6011,6.5675e-286,6.5675e-286
30/06/2023 12:36:43:895,345.995,1.74613e-288,1.74613e-288,,,0.0827996,1.74613e-288,1.74613e-288,,,29.6011,1.74613e-288,1.74613e-288
30/06/2023 12:36:44:252,345.996,1.24611e-306,1.24611e-306,,,0.0837844,1.24611e-306,1.24611e-306,,,29.5348,1.24611e-306,1.24611e-306
30/06/2023 12:36:44:256,345.996,2.31421e-306,2.31421e-306,,,0.0837844,2.31421e-306,2.31421e-306,,,29.5348,2.31421e-306,2.31421e-306
30/06/2023 12:36:44:259,345.996,1.6022e-306,1.6022e-306,,,0.0837844,1.6022e-306,1.6022e-306,,,29.5348,1.6022e-306,1.6022e-306
30/06/2023 12:36:44:944,345.996,1.02361e-306,1.02361e-306,,,0.0856501,1.02361e-306,1.02361e-306,,,29.2929,1.02361e-306,1.02361e-306
30/06/2023 12:36:44:946,345.996,1.69119e-306,1.69119e-306,,,0.0856501,1.69119e-306,1.69119e-306,,,29.2929,1.69119e-306,1.69119e-306
30/06/2023 12:36:44:950,345.996,7.566e-307,7.566e-307,,,0.0856501,7.566e-307,7.566e-307,,,29.2929,7.566e-307,7.566e-307
30/06/2023 12:36:45:562,345.996,1.78021e-306,1.78021e-306,,,0.0854099,1.78021e-306,1.78021e-306,,,29.8206,1.78021e-306,1.78021e-306
30/06/2023 12:36:45:566,345.996,7.56594e-307,7.56594e-307,,,0.0854099,7.56594e-307,7.56594e-307,,,29.8206,7.56594e-307,7.56594e-307
